promo_id,archivo_origen,mes_carpeta,patron_detectado,fecha_texto,contexto
9402,Promociones\JUNIO\9402_COMPRAS Y MAX - MODIFICACION DE MECANICAS TECNOLOGÍA.docx,JUNIO,vigencia,vigencia del 14 al 30 de junio,más. 13993 - 20% EN AUDÍFONOS STUK DIAMANTE BCO Quedando de la siguiente manera con vigencia del 14 al 30 de junio 3.- Se reactiva la siguiente mecánica con vigencia del 18 al 30 de junio: 13939 - 30
9402,Promociones\JUNIO\9402_COMPRAS Y MAX - MODIFICACION DE MECANICAS TECNOLOGÍA.docx,JUNIO,vigencia,vigencia del 18 al 30 de junio,manera con vigencia del 14 al 30 de junio 3.- Se reactiva la siguiente mecánica con vigencia del 18 al 30 de junio: 13939 - 30% EN COMBO TECLADO/MOUSE COLORS 4.- se activa la mecánica 14027 con vigen
9402,Promociones\JUNIO\9402_COMPRAS Y MAX - MODIFICACION DE MECANICAS TECNOLOGÍA.docx,JUNIO,vigencia,vigencia del 17 al 25 de junio 1402,junio: 13939 - 30% EN COMBO TECLADO/MOUSE COLORS 4.- se activa la mecánica 14027 con vigencia del 17 al 25 de junio 14027 - 30% EN NO BREAKS FORZA SELECCIONADOS Cualquier duda favor de comunicarse a los si
9403,Promociones\JUNIO\9403_COMPRAS Y MAX - HASTA 30_ DE DESC EN MUEBLES DE OFICINAS SELECCIONADOS.doc,JUNIO,dd-dd mes yyyy,19 - 30 DE,cánica 14033 – Hasta 30% de descuento en Muebles de Oficina Seleccionados. Vigencia: 19 - 30 DE JUNIO 2024 Exhibición: Colocar stopper de descuento correspondiente Cualquier duda o
9403,Promociones\JUNIO\9403_COMPRAS Y MAX - HASTA 30_ DE DESC EN MUEBLES DE OFICINAS SELECCIONADOS.doc,JUNIO,vigencia,Vigencia: 19 - 30 DE,s de la mecánica 14033 – Hasta 30% de descuento en Muebles de Oficina Seleccionados. Vigencia: 19 - 30 DE JUNIO 2024 Exhibición: Colocar stopper de descuento correspondiente Cualquier duda o
9405,Promociones\JUNIO\9405_COMPRAS Y MAX - MODIFICACION DE MECANICAS TECNOLOGÍA 19.06.24.doc,JUNIO,dd al dd mes yyyy,01 al 31 de julio,iones correctas en piso de venta. Se reactiva la siguiente mecánica con vigencia del 01 al 31 de julio 13765 - LLÉVATE DE REGALO EL ROTULADOR PT-M95 EN LA COMPRA DEL SCANNCUT SDX-125 1.-
9405,Promociones\JUNIO\9405_COMPRAS Y MAX - MODIFICACION DE MECANICAS TECNOLOGÍA 19.06.24.doc,JUNIO,del X al Y mismo mes,del 01 al 31 de julio,izaciones correctas en piso de venta. Se reactiva la siguiente mecánica con vigencia del 01 al 31 de julio 13765 - LLÉVATE DE REGALO EL ROTULADOR PT-M95 EN LA COMPRA DEL SCANNCUT SDX-125 1.-
9405,Promociones\JUNIO\9405_COMPRAS Y MAX - MODIFICACION DE MECANICAS TECNOLOGÍA 19.06.24.doc,JUNIO,vigencia,vigencia del 01 al 31 de julio 1376,las señalizaciones correctas en piso de venta. Se reactiva la siguiente mecánica con vigencia del 01 al 31 de julio 13765 - LLÉVATE DE REGALO EL ROTULADOR PT-M95 EN LA COMPRA DEL SCANNCUT SDX-125 1.- Se el
9409,Promociones\JUNIO\9409_40_ DE DESCUENTO EN ORGANIZACIÓN - MEC 14036 (1).doc,JUNIO,dd al dd mes yyyy,20 AL 30 DE JUNIO,"40% DE DESCUENTO EN ORGANIZACIÓN Buen día Gerencias, Vigencia: 20 AL 30 DE JUNIO Exhibición: Exhibir el producto con su respectivo maxvalue. Productos participantes:"
9409,Promociones\JUNIO\9409_40_ DE DESCUENTO EN ORGANIZACIÓN - MEC 14036 (1).doc,JUNIO,vigencia,Vigencia: 20 AL 30 DE JUNIO,"40% DE DESCUENTO EN ORGANIZACIÓN Buen día Gerencias, Vigencia: 20 AL 30 DE JUNIO Exhibición: Exhibir el producto con su respectivo maxvalue. Productos participantes:"
9410,Promociones\JUNIO\9410_COMPRAS Y MAX - MODIFICACION DE MECANICAS TECNOLOGÍA 20.06.24.doc,JUNIO,dd.mm.yy,20.06.24,"MODIFICACION DE MECANICAS TECNOLOGÍA 20.06.24 Buena tarde Gerencias, Por este medio les informo sobre los cambios de las mecánicas"
9410,Promociones\JUNIO\9410_COMPRAS Y MAX - MODIFICACION DE MECANICAS TECNOLOGÍA 20.06.24.doc,JUNIO,dd al dd mes yyyy,21 al 23 de junio,"S Y CONSUMIBLES Quedando así: 2.- Se reactiva la siguiente mecánica con vigencia del 21 al 23 de junio: 13583 - 03, 06, 09, 12 y 13 MSI EN CÓMPUTO E IMPRESIÓN 3.- Para la mecánica: 14034"
9410,Promociones\JUNIO\9410_COMPRAS Y MAX - MODIFICACION DE MECANICAS TECNOLOGÍA 20.06.24.doc,JUNIO,del X al Y mismo mes,del 21 al 23 de junio,"NALES Y CONSUMIBLES Quedando así: 2.- Se reactiva la siguiente mecánica con vigencia del 21 al 23 de junio: 13583 - 03, 06, 09, 12 y 13 MSI EN CÓMPUTO E IMPRESIÓN 3.- Para la mecánica: 14034"
9410,Promociones\JUNIO\9410_COMPRAS Y MAX - MODIFICACION DE MECANICAS TECNOLOGÍA 20.06.24.doc,JUNIO,vigencia,vigencia del 21 al 23 de junio,"LTIFUNCIONALES Y CONSUMIBLES Quedando así: 2.- Se reactiva la siguiente mecánica con vigencia del 21 al 23 de junio: 13583 - 03, 06, 09, 12 y 13 MSI EN CÓMPUTO E IMPRESIÓN 3.- Para la mecánica: 14034"
9412,Promociones\JUNIO\9412_COMPRAS Y MAX - MODIFICACION DE MECANICAS TECNOLOGÍA 24.06.24.doc,JUNIO,dd.mm.yy,24.06.24,"MODIFICACION DE MECANICAS TECNOLOGÍA 24.06.24 Buena tarde Gerencias, 1.- Se modifica el bono del SKU 50128906 de la mecánica: 1403"
9412,Promociones\JUNIO\9412_COMPRAS Y MAX - MODIFICACION DE MECANICAS TECNOLOGÍA 24.06.24.doc,JUNIO,del X al Y,del 01 de julio al 17 de septiembre 2024,"Quedando de la siguiente manera: 2.- Se reactiva la siguiente mecánica con vigencia del 01 de julio al 17 de septiembre 2024 13705 - BACK TO SCHOOL 2024 - 03, 06, 09, 12 Y 13 MSI Cualquier duda favor de comuni"
9412,Promociones\JUNIO\9412_COMPRAS Y MAX - MODIFICACION DE MECANICAS TECNOLOGÍA 24.06.24.doc,JUNIO,vigencia,vigencia del 01 de julio,"128 VERDE Quedando de la siguiente manera: 2.- Se reactiva la siguiente mecánica con vigencia del 01 de julio al 17 de septiembre 2024 13705 - BACK TO SCHOOL 2024 - 03, 06, 09, 12 Y 13 MSI Cualq"
9414,Promociones\JUNIO\9414_WOW QUINCENAL – 2X1 EN CAJA PLÁSTICA DE 3 LTS.doc,JUNIO,dd al dd mes yyyy,01 AL 14 DE JULIO 2024,"WOW QUINCENAL! – 2X1 EN CAJA PLÁSTICA DE 3 LTS Buen día Gerencias, Vigencia: 01 AL 14 DE JULIO 2024 Exhibición: Exhibir el producto con su respectivo maxvalue y stopper. Productos part"
9414,Promociones\JUNIO\9414_WOW QUINCENAL – 2X1 EN CAJA PLÁSTICA DE 3 LTS.doc,JUNIO,vigencia,Vigencia: 01 AL 14 DE JULIO 2024,"WOW QUINCENAL! – 2X1 EN CAJA PLÁSTICA DE 3 LTS Buen día Gerencias, Vigencia: 01 AL 14 DE JULIO 2024 Exhibición: Exhibir el producto con su respectivo maxvalue y stopper. Productos part"
9415,Promociones\JUNIO\9415_40_ DE DESCUENTO EN ORGANIZACIÓN- MEC 14042.doc,JUNIO,dd al dd mes yyyy,20 AL 30 DE JUNIO 2024,"40% DE DESCUENTO EN ORGANIZACIÓN Buen día Gerencias, Vigencia: 20 AL 30 DE JUNIO 2024 Exhibición: Exhibir el producto con su respectivo stopper. Productos participantes:"
9415,Promociones\JUNIO\9415_40_ DE DESCUENTO EN ORGANIZACIÓN- MEC 14042.doc,JUNIO,vigencia,Vigencia: 20 AL 30 DE JUNIO 2024,"40% DE DESCUENTO EN ORGANIZACIÓN Buen día Gerencias, Vigencia: 20 AL 30 DE JUNIO 2024 Exhibición: Exhibir el producto con su respectivo stopper. Productos participantes:"
9416,Promociones\JUNIO\9416_Compras y max - ACTUALIZACIÓN DE PRECIO TAPETE PARA CORTE.doc,JUNIO,dd/mm/yyyy,26/06/2024,"erencias, Comparto actualización de precio de venta: Vigencia a partir del miércoles 26/06/2024 y hasta nuevo aviso. Cualquier duda favor de comunicarse a los siguientes contactos"
9416,Promociones\JUNIO\9416_Compras y max - ACTUALIZACIÓN DE PRECIO TAPETE PARA CORTE.doc,JUNIO,vigencia,Vigencia a partir del miércoles 26/06/2024,"TAPETE PARA CORTE Buena tarde Gerencias, Comparto actualización de precio de venta: Vigencia a partir del miércoles 26/06/2024 y hasta nuevo aviso. Cualquier duda favor de comunicarse a los siguientes contactos"
9419,Promociones\JUNIO\9419_COMPRAS Y MAX - MODIFICACION DE MECANICAS TECNOLOGÍA 25.06.24.doc,JUNIO,dd.mm.yy,25.06.24,"MODIFICACION DE MECANICAS TECNOLOGÍA 25.06.24 Buena tarde Gerencias, Por este medio les informo sobre los cambios de las mecánicas"
9422,Promociones\JUNIO\9422_40_ DE DESCUENTO EN ORGANIZACIÓN- MEC 14046.doc,JUNIO,dd al dd mes yyyy,01 AL 7 DE JULIO 2024,"40% DE DESCUENTO EN ORGANIZACIÓN Buen día Gerencias, Vigencia: 01 AL 7 DE JULIO 2024. Exhibición: Exhibir el producto con su respectivo stopper. Productos participantes:"
9422,Promociones\JUNIO\9422_40_ DE DESCUENTO EN ORGANIZACIÓN- MEC 14046.doc,JUNIO,vigencia,Vigencia: 01 AL 7 DE JULIO 2024,"40% DE DESCUENTO EN ORGANIZACIÓN Buen día Gerencias, Vigencia: 01 AL 7 DE JULIO 2024. Exhibición: Exhibir el producto con su respectivo stopper. Productos participantes:"
9425,Promociones\JUNIO\9425_Compras y max - FINES DE SEMANA 15_ SILLAS Y ESCRITORIOS.doc,JUNIO,vigencia,Vigencia: 29 y 30,as Comparto los skus de la mecánica 13995 – FINES DE SEMANA 15% SILLAS Y ESCRITORIOS Vigencia: 29 y 30 DE JUNIO 2024 Exhibición: Colocar tensor de promoción al frente del pad Cualquier du
9426,"Promociones\JUNIO\9426_Compras y max - FINES DE SEMANA - 03, 06, 09, 12 Y 13 MSI EN SILLAS Y ESCRITORIOS..doc",JUNIO,vigencia,Vigencia: 29 y 30,"semana De igual manera, comparto el listado de los skus donde aplicarán los plazos: Vigencia: 29 y 30 DE JUNIO 2024 Cualquier duda o comentario favor de contactar al área de compras: Com"
9426,"Promociones\JUNIO\9426_Compras y max - FINES DE SEMANA - 03, 06, 09, 12 Y 13 MSI EN SILLAS Y ESCRITORIOS..doc",JUNIO,hasta dia mes,Hasta 13 MSI,"S Y ESCRITORIOS Buena tarde gerencias Comparto para su conocimiento la promoción de “Hasta 13 MSI” que corresponde al número de mecánica 14050, en sillas y escritorios de la promoció"
9427,Promociones\JUNIO\9427_Compras y max - ACTUALIZACIÓN DE PRECIOS CINTAS DE EMPAQUE.doc,JUNIO,dd/mm/yyyy,28/06/2024,"Gerencias, Comparto actualización de precios de venta: Vigencia a partir del viernes 28/06/2024 y hasta nuevo aviso. Cualquier duda favor de comunicarse a los siguientes contactos"
9427,Promociones\JUNIO\9427_Compras y max - ACTUALIZACIÓN DE PRECIOS CINTAS DE EMPAQUE.doc,JUNIO,vigencia,Vigencia a partir del viernes 28/06/2024,"CINTAS DE EMPAQUE Buena tarde Gerencias, Comparto actualización de precios de venta: Vigencia a partir del viernes 28/06/2024 y hasta nuevo aviso. Cualquier duda favor de comunicarse a los siguientes contactos"
9429,Promociones\JUNIO\9429_Compras y max - ACTUALIZACIÓN PRECIOS DE VENTA 3M.doc,JUNIO,dd/mm/yyyy,28/06/2024,ación de precios de venta de los siguientes productos: Vigencia a partir del viernes 28/06/2024 y hasta nuevo aviso. Cualquier duda favor de comunicarse a los siguientes contactos
9429,Promociones\JUNIO\9429_Compras y max - ACTUALIZACIÓN PRECIOS DE VENTA 3M.doc,JUNIO,vigencia,Vigencia a partir del viernes 28/06/2024,"e Gerencias, Comparto actualización de precios de venta de los siguientes productos: Vigencia a partir del viernes 28/06/2024 y hasta nuevo aviso. Cualquier duda favor de comunicarse a los siguientes contactos"
9430,Promociones\JUNIO\9430_PAPELERIA_JULIO 2024_A.doc,JUNIO,dd al dd mes yyyy,1 al 31 Julio 2024,"IONES - SURTE TU LISTA ESCOLAR Y OBTÉN UN 15% EN ARTÍCULOS ESCOLARES PARTICIPANTES | 1 al 31 Julio 2024 14043 - BACK TO SCHOOL 2024 - 03, 06, 09, 12 Y 13 MSI | 1 Julio al 31 Agosto 2024 14"
9430,Promociones\JUNIO\9430_PAPELERIA_JULIO 2024_A.doc,JUNIO,dd al dd mes yyyy,1 al 7 Julio 2024,Y 13 MSI | 1 Julio al 31 Agosto 2024 14045 - 30% EN PROTECTORES AZOR SELECCIONADOS | 1 al 7 Julio 2024 14047 - 30% EN PROTECTOR CD Y TARJETAS AZOR | 1 Julio hasta agotar existencias 14052
9430,Promociones\JUNIO\9430_PAPELERIA_JULIO 2024_A.doc,JUNIO,dd al dd mes yyyy,1 al 15 Julio 2024,NPEX SELECCIONADAS | 1 al 7 Julio 2024 13853 - WOW - SET DE ARTE A PRECIO ESPECIAL | 1 al 15 Julio 2024 14053 - HASTA 40% EN ACCESORIOS DE OFICINA SELECCIONADOS | 1 al 16 Julio 2024 14054
9430,Promociones\JUNIO\9430_PAPELERIA_JULIO 2024_A.doc,JUNIO,dd al dd mes yyyy,1 al 16 Julio 2024,CIAL | 1 al 15 Julio 2024 14053 - HASTA 40% EN ACCESORIOS DE OFICINA SELECCIONADOS | 1 al 16 Julio 2024 14054 - ETIQUETADORA OMX DE $99 A $599 | 1 al 14 Julio 2024
9430,Promociones\JUNIO\9430_PAPELERIA_JULIO 2024_A.doc,JUNIO,dd al dd mes yyyy,1 al 14 Julio 2024,OFICINA SELECCIONADOS | 1 al 16 Julio 2024 14054 - ETIQUETADORA OMX DE $99 A $599 | 1 al 14 Julio 2024
9431,"Promociones\JUNIO\9431_Vete de vacaciones, surte tu lista escolar y obtén un 15_ de descuentos en artículos escolares participantes.doc",JUNIO,dd al dd mes yyyy,1 al 31 Julio 2024,"IONES - SURTE TU LISTA ESCOLAR Y OBTÉN UN 15% EN ARTÍCULOS ESCOLARES PARTICIPANTES | 1 al 31 Julio 2024 14043 - BACK TO SCHOOL 2024 - 03, 06, 09, 12 Y 13 MSI | 1 Julio al 31 Agosto 2024"
9432,Promociones\JUNIO\9432_COMPRAS Y MAX - MODIFICACION DE MECANICAS TECNOLOGÍA 28.06.24.doc,JUNIO,dd.mm.yy,28.06.24,"MODIFICACION DE MECANICAS TECNOLOGÍA 28.06.24 Buena tarde Gerencias, Por este medio les informo que se reactiva la mecánica 13765"
9432,Promociones\JUNIO\9432_COMPRAS Y MAX - MODIFICACION DE MECANICAS TECNOLOGÍA 28.06.24.doc,JUNIO,dd al dd mes yyyy,01 al 30 de julio 2024,"medio les informo que se reactiva la mecánica 13765 se reactiva la con vigencia del 01 al 30 de julio 2024 13765 - LA COMPRA DEL SCANCUT SDX-125, LLÉVATE DE REGALO ROTULADOR PT-M95 Quedando a"
9432,Promociones\JUNIO\9432_COMPRAS Y MAX - MODIFICACION DE MECANICAS TECNOLOGÍA 28.06.24.doc,JUNIO,del X al Y mismo mes,del 01 al 30 de julio 2024,"este medio les informo que se reactiva la mecánica 13765 se reactiva la con vigencia del 01 al 30 de julio 2024 13765 - LA COMPRA DEL SCANCUT SDX-125, LLÉVATE DE REGALO ROTULADOR PT-M95 Quedando a"
9432,Promociones\JUNIO\9432_COMPRAS Y MAX - MODIFICACION DE MECANICAS TECNOLOGÍA 28.06.24.doc,JUNIO,vigencia,vigencia del 01 al 30 de julio 2024,"ias, Por este medio les informo que se reactiva la mecánica 13765 se reactiva la con vigencia del 01 al 30 de julio 2024 13765 - LA COMPRA DEL SCANCUT SDX-125, LLÉVATE DE REGALO ROTULADOR PT-M95 Quedando a"
9433,Promociones\JUNIO\9433_30_ DE DESCUENTO EN CAJAS PLASTICAS.doc,JUNIO,dd al dd mes yyyy,01 AL 07 DE JULIO,"30% DE DESCUENTO EN CAJAS PLASTICAS Buen día Gerencias, Vigencia: 01 AL 07 DE JULIO Exhibición: Exhibir el producto con su respectivo stopper de descuento. Productos pa"
9433,Promociones\JUNIO\9433_30_ DE DESCUENTO EN CAJAS PLASTICAS.doc,JUNIO,vigencia,Vigencia: 01 AL 07 DE JULIO,"30% DE DESCUENTO EN CAJAS PLASTICAS Buen día Gerencias, Vigencia: 01 AL 07 DE JULIO Exhibición: Exhibir el producto con su respectivo stopper de descuento. Productos pa"
9434,Promociones\JUNIO\9434_40_ DE DESCUENTO EN ARTICULOS DE ESCRITORIO.doc,JUNIO,dd al dd mes yyyy,01 AL 15 DE JULIO,"40% DE DESCUENTO EN ARTICULOS DE ESCRITORIO Buen día Gerencias, Vigencia: 01 AL 15 DE JULIO Exhibición: Exhibir el producto con su respectivo stopper de descuento. Productos pa"
9434,Promociones\JUNIO\9434_40_ DE DESCUENTO EN ARTICULOS DE ESCRITORIO.doc,JUNIO,vigencia,Vigencia: 01 AL 15 DE JULIO,"40% DE DESCUENTO EN ARTICULOS DE ESCRITORIO Buen día Gerencias, Vigencia: 01 AL 15 DE JULIO Exhibición: Exhibir el producto con su respectivo stopper de descuento. Productos pa"
9435,Promociones\JUNIO\9435_40_ DE DESCUENTO EN ORGANIZACIÓN- MEC 14036- ACT.doc,JUNIO,del X al Y,DEL 28 DE JUNIO AL 07 DE JULIO 2024,"40% DE DESCUENTO EN ORGANIZACIÓN Buen día Gerencias, Vigencia: DEL 28 DE JUNIO AL 07 DE JULIO 2024 Exhibición: Exhibir el producto con su respectivo stopper de descuento. Productos pa"
9435,Promociones\JUNIO\9435_40_ DE DESCUENTO EN ORGANIZACIÓN- MEC 14036- ACT.doc,JUNIO,vigencia,Vigencia: DEL 28 DE JUNIO,"40% DE DESCUENTO EN ORGANIZACIÓN Buen día Gerencias, Vigencia: DEL 28 DE JUNIO AL 07 DE JULIO 2024 Exhibición: Exhibir el producto con su respectivo stopper de des"
9609,Promociones\OCTUBRE\9609_HASTA 30_ DE DESCUENTO EN MUEBLES PARTICIPANTES- OCT- MEC 14298.doc,OCTUBRE,dd al dd mes yyyy,08 AL 15 DE OCTUBRE 2024,encias: Les compartimos los productos participantes en la mecánicas 14298. Vigencia: 08 AL 15 DE OCTUBRE 2024. Cualquier duda favor de comunicarse a los siguientes contactos del área de Compras:
9609,Promociones\OCTUBRE\9609_HASTA 30_ DE DESCUENTO EN MUEBLES PARTICIPANTES- OCT- MEC 14298.doc,OCTUBRE,vigencia,Vigencia: 08 AL 15 DE OCTUBRE 2024,en día Gerencias: Les compartimos los productos participantes en la mecánicas 14298. Vigencia: 08 AL 15 DE OCTUBRE 2024. Cualquier duda favor de comunicarse a los siguientes contactos del área de Compras:
9610,Promociones\OCTUBRE\9610_Compras y max - promociones checkout 09 oct.doc,OCTUBRE,dd al dd mes yyyy,9 AL 30 DE OCTUBRE,KOUT SKU | DESCRIPCION | PROMO | VIGENCIA 50113884 | UGREEN HUB 6 EN 1 USB-C | 70% | 9 AL 30 DE OCTUBRE 50071978 | PILA AUDITIVA AZ312DPA C/8 | 60% | 9 AL 30 DE OCTUBRE 50095614 | PILA ESP
9610,Promociones\OCTUBRE\9610_Compras y max - promociones checkout 09 oct.doc,OCTUBRE,vigencia,VIGENCIA 50113884 | UGREEN HUB 6 EN,S CHECKOUT | PROMOCIONES CHECKOUT | PROMOCIONES CHECKOUT SKU | DESCRIPCION | PROMO | VIGENCIA 50113884 | UGREEN HUB 6 EN 1 USB-C | 70% | 9 AL 30 DE OCTUBRE 50071978 | PILA AUDITIVA AZ312DPA C/8 | 60% | 9 A
9611,Promociones\OCTUBRE\9611_Compras y max - acc de escritorio y cajas 09 oct.doc,OCTUBRE,dd al dd mes yyyy,9 AL 30 DE OCTUBRE,AS SKU | DESCRIPCION | PROMO | VIGENCIA 50125378 | REVISTERO DE CARTON KRAFT | 40% | 9 AL 30 DE OCTUBRE 50125370 | PORTALETRERO ACRILICO DE 6 LADOS | 20% | 9 AL 30 DE OCTUBRE 50125371 | PO
9611,Promociones\OCTUBRE\9611_Compras y max - acc de escritorio y cajas 09 oct.doc,OCTUBRE,vigencia,VIGENCIA 50125378 | REVISTERO DE CARTON KRAFT | 40% | 9 AL 30 DE OCTUBRE 5012,PROMOCION ACCESORIOS DE ESCRITORIO Y CAJAS ORGANIZADORAS SKU | DESCRIPCION | PROMO | VIGENCIA 50125378 | REVISTERO DE CARTON KRAFT | 40% | 9 AL 30 DE OCTUBRE 50125370 | PORTALETRERO ACRILICO DE 6 LADOS | 20% | 9 AL 30 DE OCTUBRE 50125371 | PORTALE
9616,Promociones\OCTUBRE\9616_EXHIBICIÓN MUEBLES- 2da QUINCENA OCTUBRE.doc,OCTUBRE,dd al dd mes yyyy,14 AL 31 DE OCTUBRE,EXHIBICIÓN MUEBLES- 2da QUINCENA OCTUBRE Vigencia: 14 AL 31 DE OCTUBRE. Buen día Gerencias. Pedimos su valioso apoyo exhibiendo al frente de la tienda los
9616,Promociones\OCTUBRE\9616_EXHIBICIÓN MUEBLES- 2da QUINCENA OCTUBRE.doc,OCTUBRE,vigencia,Vigencia: 14 AL 31 DE OCTUBRE,EXHIBICIÓN MUEBLES- 2da QUINCENA OCTUBRE Vigencia: 14 AL 31 DE OCTUBRE. Buen día Gerencias. Pedimos su valioso apoyo exhibiendo al frente de la tienda los
9617,Promociones\OCTUBRE\9617_COMPRAS Y MAX - BONOS HASTA $2500 EN EQUIPOS Y ACCESORIOS DE CÓMPUTO HP SELECCIONADOS.doc,OCTUBRE,dd/mm/yyyy,16/10/2024,"- BONO DE HASTA $2,500 EN EQUIPOS Y ACCESORIOS DE CÓMPUTO HP SELECCIONADOS Vigencia: 16/10/2024 hasta agotar existencias Cualquier duda favor de comunicarse a los siguientes contac"
9617,Promociones\OCTUBRE\9617_COMPRAS Y MAX - BONOS HASTA $2500 EN EQUIPOS Y ACCESORIOS DE CÓMPUTO HP SELECCIONADOS.doc,OCTUBRE,vigencia,Vigencia: 16/10/2024,"HP: 14322 - BONO DE HASTA $2,500 EN EQUIPOS Y ACCESORIOS DE CÓMPUTO HP SELECCIONADOS Vigencia: 16/10/2024 hasta agotar existencias Cualquier duda favor de comunicarse a los siguientes contac"
9618,Promociones\OCTUBRE\9618_Compras y Max - ACTUALIZACIÓN PRODUCTO ADOPTADO 17.10.doc,OCTUBRE,vigencia,Vigencia del 17 – 31 de octubre,"erencias, Favor de colocar y señalizar como productos adoptados los siguientes skus: Vigencia del 17 – 31 de octubre Cualquier duda o comentario con el siguiente contacto de compras: Compradora Tania S"
9620,Promociones\OCTUBRE\9620_Compras y max - PROMOCION PAYCLIP Y CAJA DE PAPEL ECO.doc,OCTUBRE,del X al Y,del 19 de Octubre al 15 de Noviembre,para darle soporte visual a la promoción: Quedando de la siguiente manera: Vigencia del 19 de Octubre al 15 de Noviembre. Cualquier duda o comentario favor de contactar al área de compras: Comprador: Pauli
9620,Promociones\OCTUBRE\9620_Compras y max - PROMOCION PAYCLIP Y CAJA DE PAPEL ECO.doc,OCTUBRE,vigencia,Vigencia del 19 de Octubre,"s juntos, para darle soporte visual a la promoción: Quedando de la siguiente manera: Vigencia del 19 de Octubre al 15 de Noviembre. Cualquier duda o comentario favor de contactar al área de compra"
9629,Promociones\OCTUBRE\9629_COMPRAS Y MAX - VENTA NOCTURNA OCTUBRE 2024.doc,OCTUBRE,vigencia,"VIGENCIA 13705 | 03, 06, 09, 12 Y 13","participantes: | Todas Resurtido | | Mecánica | # MECANICA | NOMBRE DE LA MECANICA | VIGENCIA 13705 | 03, 06, 09, 12 Y 13 MSI VENTA NOCTURNA 2024 | 30 Y 31 DE OCTUBRE 14344 | EN COMPRAS MAYORES A $7,999 + $"
9630,Promociones\OCTUBRE\9630_Compras y max - ACTUALIZACIÓN PRECIO.doc,OCTUBRE,dd/mm/yyyy,31/10/2024,"e Gerencias, Comparto actualización de precio de venta: Vigencia a partir del jueves 31/10/2024 y hasta nuevo aviso. Cualquier duda favor de comunicarse a los siguientes contactos"
9630,Promociones\OCTUBRE\9630_Compras y max - ACTUALIZACIÓN PRECIO.doc,OCTUBRE,vigencia,Vigencia a partir del jueves 31/10/2024,"TUALIZACIÓN PRECIO Buena tarde Gerencias, Comparto actualización de precio de venta: Vigencia a partir del jueves 31/10/2024 y hasta nuevo aviso. Cualquier duda favor de comunicarse a los siguientes contactos"
9632,Promociones\OCTUBRE\9632_Compras y max - 2x1 lentes 31 oct.doc,OCTUBRE,vigencia,VIGENCIA 501198441 | LENTES FOG POP 23 02 TAN,S CHECKOUT | PROMOCIONES CHECKOUT | PROMOCIONES CHECKOUT SKU | DESCRIPCION | PROMO | VIGENCIA 501198441 | LENTES FOG POP 23 02 TAN | 2X1 | 31 octubre – hasta agotar existencias 501137881 | DISNEY PRINCESA DPRN 19 03
9570,Promociones\SEPTIEMBRE\9570_Compras y max - DESC CATEGORIAS VARIAS AL 30 SEP.doc,SEPTIEMBRE,dd-dd mes yyyy,1-30 sept,IPCION | DESCUENTO | VIGENCIA 501258161 | KIT MESA DULCES PLUS CUMPLE PASTEL | 70% | 1-30 sept 501258171 | KIT MESA DULCES BASICO ANIMALITOS CUMPLE | 70% | 1-30 sept 501258371 | I
9570,Promociones\SEPTIEMBRE\9570_Compras y max - DESC CATEGORIAS VARIAS AL 30 SEP.doc,SEPTIEMBRE,dd-dd mes yyyy,1-15 sept,| ESPIRAL DECORATIVA ROSA 75CM | 50% | 1-30 SEPT 500434591 | BPOP MIX IPOP . | 50% | 1-15 sept 500932151 | CHICLE HUBBA BUBBA ORIGINAL 56 | 50% | 1-15 sept 501218561 | PELUCHE TY
9570,Promociones\SEPTIEMBRE\9570_Compras y max - DESC CATEGORIAS VARIAS AL 30 SEP.doc,SEPTIEMBRE,vigencia,vigencia hasta el 30 de septiembre,u apoyo para señalizar los descuentos que tendremos en las siguientes categorías con vigencia hasta el 30 de septiembre. Cualquier duda o comentario favor de contactar al área de compras: Compradora: Móni
9570,Promociones\SEPTIEMBRE\9570_Compras y max - DESC CATEGORIAS VARIAS AL 30 SEP.doc,SEPTIEMBRE,vigencia,VIGENCIA 501258161 | KIT MESA DULCES PLUS CUMPLE PASTEL | 70% | 1-30 sept 5012,"TO EN DULCES, ARTICULOS DE FIESTA, JUGUETES Y JUEGOS SKU | DESCRIPCION | DESCUENTO | VIGENCIA 501258161 | KIT MESA DULCES PLUS CUMPLE PASTEL | 70% | 1-30 sept 501258171 | KIT MESA DULCES BASICO ANIMALITOS CUMPLE | 70% | 1-30 sept 501258371 | INVITA"
9570,Promociones\SEPTIEMBRE\9570_Compras y max - DESC CATEGORIAS VARIAS AL 30 SEP.doc,SEPTIEMBRE,hasta el,hasta el 30 de septiembre,ara señalizar los descuentos que tendremos en las siguientes categorías con vigencia hasta el 30 de septiembre. Cualquier duda o comentario favor de contactar al área de compras: Compradora: Móni
9571,Promociones\SEPTIEMBRE\9571_Compras y max - DESCUENTO CAJA PLASTICA 1-15 SEP.doc,SEPTIEMBRE,dd al dd mes yyyy,1 al 15 de septiembre,apoyo para señalizar EL DESCUENTO 2X1 que tendremos en caja plástica blanca 3L. Del 1 al 15 de septiembre. Cualquier duda o comentario favor de contactar al área de compras: Compradora: Moni
