prod_nbr,prod_nm,dept_cd,apparent_unit_cost
50062077,MARCADOR P/PIZ NEGRO OMX 2 PZA,10,22.60105805
50062079,MARCATEXTOS SURT CINCEL  OMX,10,43.26
50062080,MARCATEXTOS AMA CINCEL 3P OMX,10,24.32992896
50062082,MARCADOR PERM FINO SURT OMX,10,27.405
50062085,5ARCADOR PERM FINO NGO 2P OMX,10,22.68
50062090,LAPICERO MECAN 0.5 NGO 2P OMX,10,30.93728434
50062097,PUNTILLAS 0.5MM NG 3 TUBOS OMX,10,16.49170359
50062101,MARCADORES AGUA SURT 8P OMX,10,51.85224576
50062123,BOLIGRAFO CRYSTAL MED RJ OMX,10,24.14201414
50062124,MARCADORES OFFICEMAX PUNTA CINCEL DE TIN,10,58.53161835
50062125,BOLIGRAFO CRYSTAL MED AZ OMX,10,23.60085889
50062126,PLUMONES MEDIANOS SURT12P OIM.,10,20.125
50062127,Bolígrafo Crystal Med Ng OMX,10,24.64765597
50062130,BOLIGRAFO MED NG OMX 12 PZAS,10,53.80452337
50062131,BOLIGRAFO BALLPOINT MED AZ OMX,10,51.83314307
50062138,MINIPLUMA GEL NEGRO OMX,10,6.064227066
50062170,BICOLOR BLISTER 4 PZ OMX,10,13.8211469
50062171,BICOLOR CAJA 12 PZ OMX,10,39.89775843
50062173,LAPICES DE GRAF HB 12PZ OMX,10,24.70527284
50062183,LAPICERO AUTOM ENERGIZE 0.5MM,10,87.15213264
50062221,BORRADOR RETRACTIL C/CLIP OMX,10,10.81522987
50062222,PLUMA CORRECTORA 9ML OMX     .,10,3.213
50062958,SACAPUNTAS METAL DESIGN CH,10,20.99676923
50063001,ROLLERBALL STERLING ACERO NE,10,426.8084549
50063006,REPUESTO STERLIN PUNTO FINO NE,10,87.64096999
50063007,JUEGO STERLING BOL/LA PLA,10,903.1167717
50063008,JUEGO STERLING BOL/LA NE,10,845.2536421
50063053,MARCATEXTOS AMARILLO OMX 2 PZ,10,21.66711201
50063054,MARCATEXTOS MINI CINCEL COLOMX,10,41.91060769
50063055,MARCATEXTOS CINCEL COL OMX 5 P,10,41.4022998
50063173,CORRECTOR LIQ 2EN1 PL/BRO OMX,10,22.28873535
50063196,COLORES OMX 12 PIEZAS,10,28.8413934
50063339,GOMA BLANCA 2 PZAS OMX,10,11.26686794
50063340,Goma de Migajon OMX 2 Piezas,10,10.18797193
50063359,CORRECTOR EN CINTA OMX 5MM 2PZ,10,43.85523604
50063448,REPUESTO 4C TINTA NEGRA 2 PZ,10,30.96046154
50063449,CORRECTOR LIQ TIPO BROCHA OMX,10,16.3883787
50063593,BLOCK TC BCO 80G 50HJ VIRTUO,10,102.529594
50063594,BLOCK RY TC AMA 80G 50HJ VIRTU,10,139.8689402
50063743,MARCADOR PER RECAR SIGN ROJC1.,10,248.0205479
50064189,LAPIZ MIRADO NO2 HEXAG C/8,10,52.69286775
50064190,LAPIZ MIRADO NO2 TRIANG C/8,10,54.69859226
50064374,CUADERNO ESQUELA RY 100H OMX,10,35.84600419
50064375,CUADERNO PROF RY 100 HJS OMX,10,81.52485407
50064460,BOLIGRAFO 4 COLORES FASHION 1P,10,65.79912307
50064462,MARCADORES BIC ESTUCHE 36 PIEZ,10,401.5339623
50064469,BOLIGRAFO MED NEGRO 50 PZAS,10,257.2381922
50064507,LAPIZ MIRADO HEXAG N 2 4 PZAS,10,29.51941966
50064508,LAPIZ MIRADO HEXAG N 2.5 4 PZ,10,29.57519002
50064509,LAPIZ MIRADO TRIAN N 2 4 PZAS,10,29.53635025
50064510,LAPIZ MIRADO TRIAN N 2.5 4 PZ,10,28.4079228
50064511,LA2IZ BICOLOR VERITHIN 4 PZAS,10,39.9
50064512,LAPIZ ROJO VERITHIN 4 PZAS,10,41.53216297
50064604,CUADERNO FRANC C7 100H FERRARI,10,84.81117071
50064605,HOJAS P/CARPETA PROF FERRARI,10,110.9695082
50064609,CUADERNO MINI RY 100H KIUT,10,92.589
50064624,CUADERNO PROF RY 100H S,10,53.529
50064625,CUADERNO PROF C5 100H SERI IV,10,55.79804924
50064626,CUADERNO PROF C7 100H SERI IV,10,55.13827225
50064629,MARCADOR SIGNAL XTRA 12 PZAS,10,255.8442694
50064789,SACAPUNTAS MET 4PZ STAEDLER,10,123.9747805
50064791,LAPICES NORICA AZUL HB 8 PZA,10,57.66157895
50064838,SACAPUNTAS CROC CROC,10,41.76645935
50064839,SACAPUNTAS VIVO CON TAPA,10,25.14647027
50064842,SACAPUNTAS VIVO DOBLE,10,22.64497708
50064847,GOMA ERGUS 20 PELIKAN 2 PZAS,10,32.51723793
50064852,LAPIZ ENTRENADOR DUO 2 PZAS,10,22.04997348
50064871,LIBRETA BOOK COLOR RY 256P,10,348.7952121
50065604,COLORES DOBLES DE MADERA 12/24,10,39.81256298
50065796,LAPIC5RO 0.5MM INCLUYE PUNT 2P,10,42.693
50065797,BOLIGRAFO MOSTRADOR MED TIN NG,10,45.35386396
50065811,BOLIGRAFO RETRAC 1.0 MD NG 12P,10,61.50679463
50065812,BOLIGRAFO RETRAC 1.0 MD AZ 12P,10,59.19858268
50065815,BOLIGRAFO RETRAC MET 1.0 NG 2P,10,49.10278319
50065819,BOLIGRAFO RBALL AGUJ 0.5 COL4P,10,48.50672318
50065820,MARCATEXTOS DBL PTA SURT 3PZ,10,32.85536931
50065822,1ARCATEXTOS C/GRIP CNC SURT 5P,10,40.488
50065892,MARCADOR D/BILLETES FALSOS OMX,10,15.37887769
50065910,PLUMA CORRECTORA  7ML 2PZ OMX,10,39.78895537
50065911,CINTA CORREC130721 CRACTIL 2PZ,10,51.702
50066287,BOLIGRAFO CROSS EDGE NEGRO 1MM,10,845.5976667
50066633,CUADERNO UNIV C5 90H SIGEL,10,32.76917585
50066634,CUADERNO UNIV c7 90h SIGEL,10,33.28551282
50066635,CADERNO UNIV RY 90H SIGEL   .,10,32.3498
50066636,CUADERNO UNIV BCO 90H SIGEL(CC:20008),10,33.41888407
50066813,LIBRETA BOOK CARBONIO,10,334.2969898
50067322,CRAYON FACIAL 12 COLORES,10,82.06786695
50067435,MARCADOR PERM COL 24PZAS,10,348.1492052
50067436,MARCADOR PERM COL 6PZAS,10,104.6066471
50067442,CINTA CORRECTORA ROSA 1PZA,10,65.79628788
50067497,MINI PLUMIN PEN 68 C/12,10,219.3361301
50067598,BOLIGRAFO GEL SURT BL 3 PZAS,10,141.0840402
50067599,REPUESTO BOL LANCE AZUL 2PZAS,10,56.70777633
50067600,"LAPICERO 120 0,5 MM BL 1 PZA",10,144.011903
50067603,"LAPICERO 1000 0,5 MM BL 1 PZA",10,333.4604247
50067604,REPUESTO PARA BOLIGRAFO,10,59.09406688
50067740,BOLIGRAFO F-301 BOLD NGO,10,86.95873826
50067820,BOLIGRAFO TWIN STD 4 COLORES,10,58.55150659
50067926,BO2IGRAFO KM 100 NEGRO C 12,10,55.524
50067927,BOLÍGRAFO KM 100 AZUL CAJA 12,10,52.34611575
50067928,BOLIGRAFO KM 100 ROJO CAJA 12,10,52.51067654
50067929,MARCATEXTOS GEL AMA/NAR 2PZ,10,62.9921977
50067937,MARCADOR SHARPIE  FINO SURT 3Pt052,10,92.4
50067955,AQUARELO GLASS BL. C/1 AMA,10,57.73196752
50067956,MARCADOR SIGNAL ULTRAFINO N/2P,10,55.01475
50067966,MICA KRISTAL AUTOADHER 5 PZ,10,150.9269129
50068201,FORRO KRYSTAL AMARI .45X1.5M .,10,36.0296563
50068202,FORRO  KRYSTAL VERDE .45X1.5M.,10,36.03255145
50068203,FORRO KRYSTAL AZUL .45X1.5M  .,10,35.91505063
50068204,FORRO KRYSTAL ROJO .45X1.5M  .,10,35.73904319
50068205,FORRO KRYSTAL BLANCO .45X1.5M.,10,35.77757703
50068206,FORRO KRYSTAL TRANS. .45X 2MTS,10,32.12424798
50068207,FORRO KRYSTAL TRANS. .45X,10,65.08833333
50068470,BOLIGRAFO KM 100 SURT 3 PZ   .,10,19.72831372
50068723,LAPIZ MIRADO XG NO 2.5 12 PZAS,10,6.930969231
50069404,MARCADOR PERM OMX NG 12P,10,140.2315558
50069406,CUADERNO COLLEGE COS RY 120H,10,107.793
50069411,MEMO BOOK PLAST 8PZ NEON OMX,10,78.69302073
50069430,LAPIZ/COLOR RJ 4P OMX,10,14.67506994
50069461,COLOR CHECADOR RJ/CARMIN 4P OM,10,14.55694252
50069510,REPUESTO MICROPEN NEGRO C/2,10,71.45775
50069712,BOLIGRAFO STERL PTO AGUJA PLAT,10,594.284824
50069736,BOLIGRAFO STERLING GEL NGRO,10,427.9639796
50069829,REPUESTO P/BORRADOR 2PZ OMX,10,7.016791857
50070185,BLOCK CT RY 56G 50HJ BL 6P,10,145.0801342
50070186,BLOCK ENGOMADO. PAPEL BOND DE 56G/M2. 50,10,143.5954291
50070240,MARCADOR MINI FINO SHARPIE PZA,10,4.154257426
50070627,BOLIGRAFO TUL GEL FINO 4 PIEZA,10,149.5872803
50070628,BOLIGRAFO TUL GEL AZUL 4 PZ,10,142.422
50070630,BOLIGRAFO TUL RBALL FINO NG 4P,10,150.4549833
50070631,LAPICERO MEC 0.5MM 2P TUL,10,93.7135323
50071183,BOLIGRAFO CRIST BOLD NEG 3 PZA,10,22.44294947
50071184,BOLIFRAFO CRIS BOLD NEG 12P,10,78.14148576
50071186,BOLIGRAFO KILOMETRICO SURT 10P,10,54.57112471
50071187,BOLIGRAFO KM SURT 4 PTO MED SU,10,34.78319982
50071193,BOLIGRAFO PAPERMATE 300 SUR 3P,10,56.69992893
50071195,MINI PLUMA LIQUID PAPER 2PZAS,10,69.09216572
50071196,MARCA TEXTOS GEL AMARILLO 2PZ,10,62.9895
50071197,MARCADOR PERMA SHARPIE FINO NG 2 P,10,50.211
50071199,LAPICERO MIRADO 0.5MM SURT 3PZ,10,13.7445
50071241,CUADERNO FRANCES KIUT 100H RAY,10,84.43544979
50071242,CUADERNO PROF KIUT 200H 5MM R,10,265.7998014
50071245,CUADERNO MI PRIMER CUAD 72H,10,109.2804671
50071263,MICA BOLETA 15 X 25CM        .,10,44.94
50071264,MICA PARA BOLETA Y T/CARTA   .,10,61.95
50071307,MARCADOR CERA VER BLIS PZA,10,22.6926
50071547,BOLIGRAFO ENERGEL PT FIN 2P NE,10,90.36937303
50072056,CUADERNO SCRIBE PROMO DISNEY .,10,0.021
50072243,CUADERNO PROF C5 100H KID    .,10,113.169
50072244,CUADERNO PROF C7 100H KID    .,10,113.169
50072306,CUADERNO COS PROF C5 100H KID.,10,104.958
50073404,CUADERNO POCK RY 140H KIUT,10,114.0812793
50073554,BLOCK ENGOMADO TAMANO CARTA C7,10,55.11243612
50073555,BLOCK ENGOMADO TAMANO  CARTA C5,10,52.6995814
50073556,BLOCK ENGOMADO CARTA RAYADO,10,52.486
50073605,BOLIGRAFO ENER 0.7MM COL 3PZ,10,131.0483757
50073607,BOLIGRAFO ENER 0.5MM 3PZ COL,10,131.146048
50073609,BOLIGRAFO SLICCI MET COLORES,10,70.81148613
50073610,LAPICERO TWIST-ERASE + GOMA 5M,10,103.2516668
50073697,MARCADOR EXPO CINCEL SURT 4PZ,10,108.5640687
50073699,KIT MARCADORES C/BORR Y LIQ EX,10,115.4567615
50074436,CUADERNO PROF CS COLOR RY 100H,10,103.3633992
50074437,CUADERNO PROF CS COLOR C5 100H,10,103.1195006
50074443,CUADERNO POCK DAILY NOT RY 72H,10,121.5974195
50074445,CUADERNO CS PROF COLOR C7 100H,10,103.3622495
50074446,CUADERNO CS PROF COLOR BL 100H,10,102.9901021
50074447,CUADERNO CS PROF COLOR DR 100H,10,105.1096573
50074449,CUADERNO CS COLL COLOR RY 100H,10,99.47341961
50074450,CUADERNO CS COLL COLOR C5 100H,10,99.3763784
50074451,CUADERNO CS COLL COLOR C7 100H,10,99.44988775
50074452,CUADERNO CS COLL COLOR BL 100H,10,101.198875
50074453,CUADERNO CS COLL COLOR DR 100H,10,99.40277656
50074454,CUADERNO CS FRAN COLOR RY 100H,10,64.85574438
50074455,CUADERNO CS FRAN COLOR C5 100H,10,64.84279114
50074456,CUADERNO CS FRAN COLOR C7 100H,10,65.40511929
50074457,CUADERNO CS FRAN COLOR BL 100H,10,62.454
50074458,CUADERNO CS FRAN COLOR DR 100H,10,66.36775125
50074459,CUADERNO COS ITA COLOR RY 100H,10,65.59313239
50074460,CUADERNO COS ITA COLOR C5 100H,10,65.01132743
50074461,CUADERNO COS ITA COLOR C7 100H,10,65.07720701
50074462,CUADERNO COS ITA COLOR BL 100H,10,67.3308595
50074463,CUADERNO COS ITA COLOR DR 100H,10,64.82222126
50074464,CUADERNO COS IT COLOR C14 100H,10,65.04324995
50074505,COLORES COLOR PEPS DUO 12PZAS,10,98.64617002
50074507,COLORES COLOR PEPS 24 PZAS,10,173.3930223
50074523,LAPICERA CIRCULAR ECOLOGICA BT,10,45.28239012
50074525,LIBRETA NOTES BEATLES  13X21CM,10,332.4217154
50074526,LIBRETA NOTES BEATLES 9X14CM,10,228.4504188
50074529,LIBRETA BBOOK CARBONIO POCKET,10,264.9614559
50074625,LAPICERO ZGRIP FLORAL 0.7MM 3P,10,44.3415
50074652,BOLIGRAFO MOBILE OFFICE 4PZ,10,260.9267634
50074688,CUADERNO PRO EXCELL RAYA 200HJ,10,336.0161107
50074694,CUADERNO PRO EXCELL C5 200HJ,10,337.9290202
50074695,CUADERNO PRO EXCELL C7 200HJ,10,335.5268778
50074696,CUADERNO PRO POLICOVER RY 100H,10,108.0854184
50074697,CUADERNO PRO POLICOVER C5 100H,10,110.1240988
50074698,CUADERNO PRO POLICOVER C7 100H,10,111.8371348
50074701,CUADERNO PRO POLICOVER RY 200H,10,227.262176
50074704,CUADERNO PRO POLICOVER C5 200H,10,229.7628058
50074705,CUADERNO PRO POLICOVER C7 200H,10,230.5273898
50074749,"BOLIGRAFO BIC 4EN1, MEDIANO",10,62.19160741
50074946,BOLIGRAFO FLAIR PUNTO MED 8PZA,10,132.2583141
50074948,MARCADOR SHARPIE 3PZA DOR Y PL,10,93.63006709
50074949,BOLIGRAFO KILOMETRICO 100 4 PZ,10,25.81544169
50074953,LAPIZ MIR KIDS C/SACAPUNTAS 2P,10,46.19997874
50074956,BOLIFRAFO FLAIR ULTRAFINO 8PZS,10,163.5783748
50074983,ROLLER PRECISE V5 FINO AZL 2PZ,10,115.2281676
50074984,BOLIGRAFO GEL FINO NEGRO,10,58.884
50074985,BOLIGRAFO GEL 12-7 FINO AZUL,10,58.884
50074989,ROLLER PRECISE V5 FINO NGR 2PZ,10,115.2414932
50074990,BOLIGRAFO GEL G2-7 FINO NGO 2P,10,108.9326803
50074993,MARCADOR PERM SC6600 JUMBO NGO,10,91.27773476
50074994,MARCADOR PERM SCB P/CINCEL NGO,10,37.01755556
50074998,BOLIGRAFO GEL FINO NEGRO 2 PZS,10,122.6983789
50075675,MARC ESTERBROOK C12 AZUL,10,286.188
50076019,CUADERNO PROF EXCELL RY 100H,10,259.260121
50076020,CUADERNO PROF EDO UNIV C7 100H,10,255.6013867
50076055,CARTUCHOS DELGADOS P/PLUMA EST,10,125.664
50076810,LIBRETA POCKET NEGRA RY MOLESK,10,499.4760492
50076812,LIBRETA POCKET NEGRA RY MOLESK,10,454.8368644
50076814,LIBRETA POCKET NEGRA RY 3PZ MO,10,378.6526154
50076815,LIBRETA POCKET KRAFT RY 3PZ MO,10,378.6389223
50076827,LIBRETA FRAN NEGRA HOJBLAN MOL,10,715.2652941
50076828,LIBRETA FRAN NEGRA RY MOLESKIN,10,659.8055254
50076829,LIBRETA FRAN ROJA RY MOLESKINE,10,713.8369318
50076830,LIBRETA FRAN NG HOJ BLAN MOLES,10,713.43696
50077270,BOLIGRAFO ZGRIP FLIGHT MED NGR,10,23.14725
50077271,BOLIGRAFO ZGRIP FLIGHT MED AZU,10,30.17848157
50077349,SET CREATIVO MARCADORES 27 PZS,10,368.2602
50077433,BOLIGRAFO TECH 2 NGRO SATINADO,10,846.1441579
50077435,BOLIGRAFO CROSS TECH 2 CROMO,10,774.144
50077454,REP BOL T  MEDIANO NEGRO,10,114.723
50077621,FRASCO DE TINTA NEGRA P/PLUMA,10,170.1
50078211,CUADERNO BOOK RY 160H KIUT,10,202.1272005
50078379,BOLIGRAFO STYLUS PRO COL SURT,10,139.5855
50079691,MARCADOR EXPO COL. FASHION 4PZ,10,105.2419925
50079692,COLORES PROF PRISMACOLOR 48 PZ,10,1166.179944
50079693,PUNTILLAS MATE DE 1.3 MIRADO,10,22.72584706
50079721,COLORES PROF PRISMACOLOR 72 PZ,10,1703.141966
50079722,MARCADORES SHARPIE TWIN 4 PZ,10,124.8209519
50079726,LAPIZ MIRADO DESING  4 PZ.,10,28.4479849
50079728,MARCADOR EXPO. CINCEL 2 PZ.,10,53.85173708
50079730,COLORES PROF PRISMACOLOR 132PZ,10,2870.965456
50079732,BOLIGRAFO KIL. QUATRO BASICO,10,54.26566152
50079733,BOLIGRAFO 8 PZ. VARIOS COLORES,10,70.07409758
50079780,COLORES NORMA 36 PZAS,10,498.0236442
50079860,COLORES NORMA DE 24+4L,10,327.9057342
50079897,BOLIGRAFO BIC MED SURT 10 PZAS,10,55.40158885
50079900,BOLIGRAFO CRISTAL 07MM 3PZ NEG,10,21.40948113
50079916,CRAYONES SO BIG 12 PIEZAS,10,90.49069754
50079917,CRAYONES SO BIG 18 PZAS,10,125.0975873
50079938,PLUMONES DUO 10/20 PZAS.,10,124.885176
50079939,COLORES PEPS 36 PZAS,10,220.1961694
50079947,LAPICES DE G FLOWPACK HB 6PZ,10,36.87204745
50079948,COLORES 12 PZAS+1BLACK +1 SACA,10,98.77991482
50080056,MARCATEXTOS NEON NARANJA,10,36.6345
50080249,CUADERNO PROF PD C5 100H EXCEL,10,255.7434517
50080363,BLISTER SAC/GOMA STAEDTLER,10,78.267
50080368,"PACK PENTEL CUTE AZL,LIM,VIO",10,78.11165826
50080371,REPUESTO ENERGEL 0.5MM PENTEL,10,56.63716667
50080378,BOLSA CON 12 LAPICES PELIKAN,10,58.716
50081582,LIBRETA PEN & BOOK FRAN 256PAG,10,288.0776265
50081594,LIBRETA BLACK FORMA FRAN,10,453.0338983
50081595,LIBRETA BLACK BOLSILLO 9X14,10,294.6966767
50081599,LIBRETA PROFESIONAL DALLAS,10,383.7109491
50082145,CORRECTOR LIQUIDO COLOR BLANCO,10,15.70975
50082158,TUBO CON 12 PUNTILLAS HB 0.5MM,10,10.86795652
50082331,SACAPUNTAS ELECTRICO PEGASO,10,1030.576615
50082395,LAPIZ DE GRAFITO DEL NO. 2,10,0.021
50082561,PLUMA CORRECTOR DE 7 ML,10,0.5455
50082563,MARCADOR DE CERA ROJO PZA,10,0.1087437326
50083039,BOLIGRAFO BAILEY NEGRO,10,1132.385722
50083040,BOLIGRAFO BAILEY PLATA,10,1279.315917
50083370,MARCADOR PERM MARKER GRIP BLU,10,17.21143826
50083371,MARCADOR PERM MARKER GRIP NEG,10,17.28247878
50083372,Marcador Permanente Rojo AZOR,10,16.90984053
50083375,MARCADOR PERM MARKER GRIP ROSA,10,17.21684346
50083377,MARCADOR PERM MARKER VERDE CL,10,6.111
50083379,MARCADOR PERM MARKER TURQUESA,10,17.11704904
50083382,MARCADOR PERM MARKER MORADO PA,10,17.00805822
50083434,MARCADOR PERM MARKER MORADO TI,10,17.19487454
50083439,MARCADOR CERA AMARILLO PZA,10,21.23121086
50083440,MARCADOR CERA BLANCO PZA,10,16.6227786
50083441,MARCADOR CERA AZUL PHANO PZA,10,18.87110373
50083442,MARCADOR CERA VERDE PHANO PZA,10,18.31205983
50083443,MARCADOR CERA ROJO PHANO PZA,10,20.93238326
50083444,MARCADOR CERA NEGRO PHANO PZA,10,35.20818279
50083478,MARCADOR PERM ROJ P ESTERBROO,10,32.6116875
50083479,LAPIZ MIRADO HEXAG 12PZAS,10,4.5478125
50083600,REPUESTO BOL FINO KFL8BP-A NEG,10,87.255
50084137,LAPICERA STUDY BOX,10,84.053235
50084145,SACAPUNTAS COLOR PEPS 2 ORIF,10,40.31663549
50084150,CARTUCHO PK QUINK NEGRO BL5,10,75.59533909
50084158,LAPIZ EVOLUTION AMARILLO CJ 12,10,72.09758275
50084190,LÁPIZ MIRADO Ñ2 CAJA CON 12,10,78.53382818
50084191,LAPIZ MIRADO N2.5 CAJA C/12,10,78.86052801
50084290,PLUMONES VISA XL ESTUCHE 12PZS,10,121.9483161
50084327,MARCADOR PERM MARK METAL 3+1PZ,10,79.39506424
50084353,HOJAS P/CARP RY 75G JUST PAPER,10,53.8435061
50084355,HOJAS P/CARP C5 75G JUST PAPER,10,53.04327026
50084356,HOJAS P/CARP C7 75G JUST PAPER,10,53.47201205
50084500,CUADERNO PROF DO 100H RY BLACK,10,122.6223748
50084501,CUADERNO PROF DO 100H C5 BLACK,10,121.7849411
50084502,CUADERNO PROF DO 100H C7 BLACK,10,122.4748691
50084684,COLORES PROF PRISMACOLOR 150PZ,10,3358.686075
50084685,COLORES PROF PRISMACOLOR 24 PZ,10,653.4500359
50084686,COLORES PROF PRISMACOLOR 36 PZ,10,933.2018954
50084716,MARCADOR SHARPIE NEON 5 PIEZAS,10,146.8203719
50084717,MARCADOR EXPO BORRABLE NEON 3P,10,103.026
50084718,MARCADOR EXPO BORRABLE 3P+CLIP,10,81.89934882
50084747,LAPIZ CERA PRISMA BLANCO PIEZA,10,22.94741157
50085007,COLORES CRAYOLA UP&DOWNS 12PZS,10,120.0844644
50085009,COLORES TWUSTABLES CRAYOLA 8,10,97.14327679
50085011,LAPICES COLORES COLORPEPS 48PZ,10,310.5080332
50085014,SACAPUNTAS CROC CROC INNOVATIO,10,44.719883
50085101,MARCADOR PERMANENTE SHARPIE NGO,10,32.886
50085102,MARCADOR SHARPIE CHISEL ASSTD,10,195.2446451
50085297,LAPIZ DE GRAFITO NO2 PASTEL 6P,10,58.01954689
50085308,PLUMA CORRECTORA C/ ADHESIVO,10,61.11
50085492,BOLIGRAFO GEL BORR RTR P/F 3PZ,10,192.8809348
50085493,BOLIGRAFO GEL BORR P/FIN 3PZS,10,166.3828229
50085495,MARCATEXTOS BORR FRIXION SUR3P,10,97.15584139
50085503,REPUESTO BORR FRIXION NEG C/3,10,113.3561804
50086960,MARCADOR SHARPIE FINO AZU C12,10,374.1077186
50086964,MARCADOR SHARPIE FINO RJO C12,10,0.021
50086965,MARCADOR SHARPIE FINO NGO C12,10,0.021
50087132,LIBRETA POCKET NEGRA BLN MOLES,10,504.6689565
50087155,BOLIGRAFO CROSS AZUL BAILEY,10,1006.579636
50087163,ROLLER EDGE GRIS TITANIO,10,910.1697907
50087164,BOLIGRAFO CROSS CENTURY II CRO,10,1003.826815
50087165,BOLIGRAFO CENTURY I NEG/DORADO,10,1119.840522
50087978,BOLIGRAFO KM FINE NEG 12 PZS,10,52.29100169
50088031,BOLIGRAFO KM P.FINO AZUL 12 PZ,10,54.40122473
50088056,"BOLIGRAFO KM FINO N,A,R 3P",10,19.60531177
50088059,BOLIGRAFO KM FINO NEG 2 PZS,10,13.05003924
50088062,50088367,10,5.418
50088064,BOLIGRAFO KM MINI RT V/C 4PZS,10,29.379
50088173,MARCATEXTOS EASYOPEN ROSA PZA,10,25.599
50088174,MARCATEXTOS EASYOPEN VRD PZA,10,25.599
50088176,CUADERNO PROFESIONAL NORMA NEGRO,10,306.5288603
50088178,CUADERNO EJE MED RY 100H DAILY,10,235.5610115
50088191,BOL Y LAP AGENDA MINI VIOLETA,10,207.858
50088192,BOL Y LAP AGENDA MINI DORADO,10,469.791
50088198,BLOCK ESQ ENGOMADO 80H C7 68G,10,18.21172757
50088199,BLOCK ESQ ENGOMADO C5 80H 68G,10,20.74469351
50088200,BLOCK ESQ ENGOMADO RY 80H 68G,10,23.6669574
50088212,CORRECTOR CINTA TOMBOW 1 PZA,10,70.05215464
50088213,CUADERNO PROF UNICAMPUS C7 120,10,283.5447747
50088214,CUADERNO PROF UNICAMPUS RY 120,10,282.5749297
50088216,CUADERNO PROF UNICAMPUS C7 160,10,354.0899878
50088217,CUADERNO PROF UNICAMPUS RY 160,10,355.5480773
50088218,HOJAS P/CARP PROF UNIC 100H RY,10,114.8768353
50088236,BOLIGRAFO DIAMANTE NEG 12P,10,68.649
50088300,BOLIGRAFO CRISTAL 0.7 NEG 12PZ,10,67.9141975
50088348,MARCADOR SHARPIE F.SINGLES AMA,10,21.45616267
50088349,MARCADOR SHARPIE F.SINGLES NAR,10,21.56267293
50088350,MARCADOR SHARPIE F.SINGLES VIO,10,1.926909091
50088351,MARCADOR SHARPIE F.SINGLES ROS,10,1.876777778
50088352,MARCADOR SHARPIE F.SINGLES TRQ azul,10,21.60698216
50088353,MARCADOR SHARPIE F.SINGLES LIM,10,15.20866667
50088354,MARCADOR SHARPIE F.SINGLES BER,10,18.186
50088355,MARACDOR SHARPIE F.SINGLES AQU,10,18.09258621
50088356,MARCADOR SHARPIE F.SINGLES MAG,10,0.4515
50088357,MARCADOR SHARPIE F.SINGLES CAF,10,21.63020811
50088358,MARCADOR SHARPIE F.SINGLES MEN,10,9.519138462
50088363,MARCADOR SHARPIE F.SINGLES DUR,10,1.852403226
50088367,MARCADOR SHARPIE F.SINGLES GRI,10,3.962
50088368,MARCADOR SHARPIE F.SINGLES MNO,10,18.9105
50088370,MARCADOR SHARPIE F.SINGLES HIE,10,2.667446809
50088373,MARCADOR SHARPIE F.SINGLES MRA,10,7.522666667
50088376,MARCADOR SHARPIE F.SINGLES RET,10,0.021
50088378,MARCADOR SHARPIE F.SINGLES VRT,10,0.4709193548
50088380,MARCADOR SHARPIE F.SINGLES VER,10,0.54075
50089030,BOL CRISTAL PRECISION AZ 12PZ,10,68.18466512
50089032,BOLIGRAFO  PRECISION 0.7MM 10P,10,64.61139132
50089125,MARCADOR EXPO COLOR URBAN T2,10,51.33403299
50089130,MARCADOR EXPO COLOR SURT T8,10,205.6577559
50089158,MARCADOR SHARPIE FINO SURT T4,10,95.51066714
50089160,MARCA TEXTOS SHARPIE TA AC,10,86.079
50089335,BOL CRISTAL BIC 1.2 BL 4 CLAS,10,37.53600068
50089336,BOL CRISTA BIC UP 1.2 FASHION,10,35.22977215
50089338,BOL CRISTAL BIC UP1.2 BL8SURTI,10,61.89666499
50089367,BOLIGRAFO UNIBALL 0.5MM T1 NGR,10,78.53849931
50089368,BOLIGRAFO UNIBALL DELUXE .5 AZ,10,61.31945417
50089369,BOLIGRAFO UNIBALL DELUXE .5NGR,10,61.31989129
50089372,BOLIGRAFO UNIBALL .5 T1 AZUL,10,78.5394001
50089411,MARCADOR FINO BL 2PZAS. NEGRO,10,41.12515994
50089460,CUADERNO FRAN 100H RY POLYC,10,82.92495126
50089461,CUADERNO FRAN 100H C5 POLYC,10,77.79277769
50089462,CUADERNO FRAN 100H C7 POLYC,10,78.79395916
50089463,CUADERNO FRA 100H RY BLACK,10,77.49595914
50089465,CUADERNO FRAN 100H C5 BLACK,10,77.8213819
50089466,CUADERNO FRAN 100H C7 BLACK,10,83.8882882
50089467,CUADERNO PROF PD 100H RY BLK,10,283.4601879
50089472,CUADERNO PROF 100H RY FRASES,10,116.4271277
50089473,CUADERNO PROF 100H C5 FRASES,10,116.4378843
50089474,CUADERNO PROF 100H C7 FRASES,10,115.8675
50089481,CUADERNO PROF 100H RY SWEET,10,98.46210492
50089482,CUADERNO PROF 100H C5 SWEET,10,97.89008991
50089483,CUADERNO PROF 100H C7 SWEET,10,98.43818697
50089484,CUADERNO PROF 100HRY POLYC EDS,10,126.1650076
50089493,CUADERNO PROF 150H RAYA POLYC,10,159.875938
50089494,CUADERNO PROF 150H C5 POLYC,10,158.4098041
50089495,CUADERNO PROF 150H C7 POLYC,10,160.6769736
50089564,MARCATEXTOS STABILO BOSS MORAD,10,180.6
